source_track	rn5_start	rn5_end	status	grch38_chrom	grch38_start	grch38_end	mapped_fraction	strand	aligned_blocks	interpretation
ShamDB_peaks	49102600	49102999	mapped	chr17	15511183	15511642	0.9548872180451128	-	[[15511619, 15511642], [15511599, 15511616], [15511590, 15511599], [15511554, 15511590], [15511515, 15511553], [15511496, 15511507], [15511477, 15511490], [15511459, 15511477], [15511448, 15511457], [15511417, 15511448], [15511383, 15511407], [15511369, 15511382], [15511348, 15511365], [15511335, 15511343], [15511315, 15511322], [15511285, 15511312], [15511228, 15511268], [15511208, 15511228], [15511183, 15511203]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49104400	49104699	unmapped						[]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49312400	49320399	mapped	chr17	15261666	15270381	0.8886110763845481	-	[[15270359, 15270381], [15270328, 15270359], [15270303, 15270321], [15270292, 15270303], [15270253, 15270292], [15270224, 15270234], [15270208, 15270214], [15270184, 15270206], [15270166, 15270176], [15270139, 15270166], [15270122, 15270139], [15270083, 15270112], [15270026, 15270081], [15269964, 15270026], [15269948, 15269963], [15269926, 15269947], [15269906, 15269926], [15269890, 15269906], [15269854, 15269888], [15269801, 15269842], [15269793, 15269800], [15269782, 15269787], [15269760, 15269780], [15269749, 15269753], [15269717, 15269737], [15269701, 15269716], [15269692, 15269699], [15269650, 15269684], [15269635, 15269649], [15269556, 15269626], [15269530, 15269555], [15269527, 15269530], [15269512, 15269527], [15269504, 15269511], [15269488, 15269492], [15269467, 15269483], [15269448, 15269465], [15269423, 15269447], [15269394, 15269416], [15269375, 15269394], [15269335, 15269363], [15269322, 15269334], [15269246, 15269321], [15269235, 15269245], [15269186, 15269235], [15269152, 15269186], [15269133, 15269147], [15269088, 15269124], [15268846, 15268867], [15268806, 15268843], [15268733, 15268805], [15268678, 15268732], [15268663, 15268678], [15268654, 15268659], [15268607, 15268651], [15268590, 15268598], [15268522, 15268589], [15268496, 15268521], [15268477, 15268494], [15268451, 15268466], [15268424, 15268450], [15268417, 15268423], [15268380, 15268416], [15268347, 15268379], [15268343, 15268346], [15268309, 15268340], [15268292, 15268309], [15268265, 15268288], [15268255, 15268265], [15268233, 15268255], [15268217, 15268232], [15268167, 15268214], [15268115, 15268122], [15268084, 15268101], [15268079, 15268084], [15268035, 15268073], [15268014, 15268035], [15267995, 15268010], [15267976, 15267995], [15267957, 15267976], [15267906, 15267957], [15267800, 15267813], [15267792, 15267800], [15267751, 15267783], [15267741, 15267751], [15267729, 15267741], [15267676, 15267728], [15267629, 15267676], [15267623, 15267629], [15267559, 15267623], [15267547, 15267559], [15267532, 15267545], [15267495, 15267532], [15267455, 15267493], [15267441, 15267453], [15267423, 15267441], [15267376, 15267397], [15267349, 15267371], [15267341, 15267349], [15267332, 15267341], [15267288, 15267332], [15267279, 15267287], [15267259, 15267278], [15267219, 15267224], [15267209, 15267216], [15267182, 15267202], [15267169, 15267177], [15267158, 15267168], [15267143, 15267153], [15267115, 15267142], [15267111, 15267115], [15267098, 15267110], [15267071, 15267083], [15267065, 15267071], [15267042, 15267065], [15266986, 15267024], [15266968, 15266979], [15266927, 15266968], [15266914, 15266926], [15266863, 15266904], [15266807, 15266863], [15266796, 15266800], [15266762, 15266767], [15266700, 15266749], [15266613, 15266697], [15266603, 15266611], [15266587, 15266602], [15266573, 15266584], [15266550, 15266573], [15266519, 15266535], [15266499, 15266518], [15266453, 15266493], [15266431, 15266452], [15266410, 15266430], [15266386, 15266391], [15266351, 15266373], [15266332, 15266347], [15266326, 15266332], [15266296, 15266323], [15266259, 15266296], [15266208, 15266219], [15266192, 15266196], [15266181, 15266189], [15266154, 15266175], [15266001, 15266053], [15265980, 15265994], [15265944, 15265979], [15265934, 15265944], [15265902, 15265934], [15265880, 15265892], [15265796, 15265860], [15265749, 15265795], [15265743, 15265746], [15265696, 15265743], [15265677, 15265684], [15265599, 15265676], [15265585, 15265599], [15265550, 15265585], [15265540, 15265550], [15265535, 15265539], [15265514, 15265534], [15265491, 15265502], [15265465, 15265488], [15265440, 15265465], [15265270, 15265439], [15265261, 15265270], [15265244, 15265261], [15265222, 15265243], [15265160, 15265215], [15265112, 15265159], [15265097, 15265106], [15265018, 15265095], [15265004, 15265017], [15264981, 15265002], [15264967, 15264981], [15264948, 15264966], [15264927, 15264948], [15264895, 15264926], [15264884, 15264891], [15264829, 15264872], [15264820, 15264827], [15264798, 15264812], [15264790, 15264793], [15264766, 15264787], [15264730, 15264766], [15264677, 15264729], [15264589, 15264672], [15264582, 15264588], [15264576, 15264582], [15264519, 15264576], [15264483, 15264514], [15264470, 15264480], [15264462, 15264470], [15264444, 15264462], [15264351, 15264394], [15264345, 15264351], [15264329, 15264341], [15264313, 15264329], [15264292, 15264310], [15264266, 15264273], [15264243, 15264266], [15264156, 15264203], [15264062, 15264114], [15264035, 15264056], [15264016, 15264034], [15263975, 15264013], [15263942, 15263959], [15263910, 15263921], [15263901, 15263910], [15263875, 15263899], [15263866, 15263875], [15263822, 15263864], [15263817, 15263822], [15263801, 15263811], [15263781, 15263798], [15263770, 15263778], [15263748, 15263768], [15263732, 15263747], [15263720, 15263732], [15263654, 15263720], [15263616, 15263646], [15263607, 15263616], [15263585, 15263606], [15263573, 15263580], [15263541, 15263563], [15263501, 15263534], [15263494, 15263501], [15263487, 15263491], [15263458, 15263482], [15263347, 15263448], [15263338, 15263347], [15263254, 15263333], [15263244, 15263254], [15263188, 15263244], [15263168, 15263186], [15263131, 15263168], [15263080, 15263130], [15263014, 15263079], [15262976, 15262989], [15262964, 15262972], [15262946, 15262962], [15262889, 15262946], [15262869, 15262887], [15262859, 15262869], [15262842, 15262858], [15262828, 15262842], [15262817, 15262825], [15262804, 15262815], [15262781, 15262804], [15262748, 15262780], [15262514, 15262745], [15262454, 15262514], [15262384, 15262452], [15262363, 15262384], [15262328, 15262357], [15262307, 15262326], [15262288, 15262307], [15262273, 15262283], [15262232, 15262268], [15262206, 15262222], [15262176, 15262202], [15262166, 15262176], [15262156, 15262166], [15262146, 15262149], [15262112, 15262133], [15262105, 15262112], [15262082, 15262099], [15262053, 15262082], [15262043, 15262053], [15261995, 15262043], [15261976, 15261994], [15261960, 15261976], [15261911, 15261959], [15261906, 15261909], [15261891, 15261901], [15261879, 15261891], [15261850, 15261879], [15261820, 15261849], [15261758, 15261814], [15261721, 15261758], [15261694, 15261716], [15261666, 15261694]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49207400	49209099	mapped	chr17	15403858	15405663	0.9258387286639199	-	[[15405643, 15405663], [15405614, 15405642], [15405570, 15405614], [15405527, 15405558], [15405511, 15405525], [15405466, 15405510], [15405459, 15405465], [15405442, 15405457], [15405413, 15405421], [15405344, 15405405], [15405304, 15405344], [15405228, 15405304], [15405209, 15405224], [15405200, 15405209], [15405151, 15405200], [15405110, 15405125], [15405062, 15405088], [15405043, 15405057], [15404963, 15405031], [15404927, 15404962], [15404848, 15404927], [15404838, 15404842], [15404813, 15404836], [15404781, 15404812], [15404768, 15404780], [15404760, 15404767], [15404748, 15404757], [15404734, 15404748], [15404725, 15404734], [15404716, 15404725], [15404708, 15404716], [15404661, 15404708], [15404620, 15404659], [15404589, 15404607], [15404578, 15404585], [15404555, 15404578], [15404548, 15404555], [15404533, 15404548], [15404511, 15404532], [15404456, 15404482], [15404431, 15404443], [15404421, 15404428], [15404402, 15404413], [15404393, 15404402], [15404368, 15404389], [15404349, 15404365], [15404318, 15404347], [15404301, 15404317], [15404286, 15404300], [15404275, 15404285], [15404246, 15404275], [15404202, 15404245], [15404165, 15404202], [15404150, 15404165], [15404082, 15404150], [15404052, 15404075], [15404031, 15404052], [15403903, 15404026], [15403874, 15403903], [15403858, 15403872]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	48751800	48752099	mapped	chr17	16486608	16486906	0.9531772575250836	+	[[16486608, 16486690], [16486693, 16486762], [16486763, 16486775], [16486775, 16486792], [16486792, 16486796], [16486796, 16486834], [16486835, 16486851], [16486858, 16486872], [16486873, 16486896], [16486896, 16486906]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	48953600	48953799	unmapped						[]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49161600	49162099	unmapped						[]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49106200	49106499	mapped	chr17	15508455	15508789	0.9966555183946488	-	[[15508756, 15508789], [15508717, 15508746], [15508706, 15508715], [15508641, 15508704], [15508576, 15508641], [15508552, 15508563], [15508537, 15508547], [15508472, 15508536], [15508455, 15508469]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49311200	49311599	mapped	chr17	15270657	15271021	0.8395989974937343	-	[[15270897, 15271021], [15270891, 15270897], [15270818, 15270865], [15270726, 15270816], [15270657, 15270725]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49186000	49186199	mapped	chr17	15432342	15432547	0.9195979899497487	-	[[15432517, 15432547], [15432498, 15432511], [15432489, 15432498], [15432469, 15432489], [15432459, 15432469], [15432436, 15432452], [15432419, 15432435], [15432385, 15432414], [15432365, 15432385], [15432355, 15432364], [15432342, 15432353]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49198300	49198499	unmapped						[]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49109500	49109699	unmapped						[]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49225300	49225999	mapped	chr17	15382843	15383636	0.9785407725321889	-	[[15383613, 15383636], [15383598, 15383612], [15383474, 15383589], [15383455, 15383474], [15383435, 15383440], [15383421, 15383430], [15383394, 15383418], [15383334, 15383338], [15383313, 15383330], [15383288, 15383309], [15383238, 15383285], [15383220, 15383236], [15383209, 15383219], [15383141, 15383208], [15383128, 15383141], [15383029, 15383127], [15383005, 15383027], [15382981, 15383004], [15382940, 15382981], [15382908, 15382939], [15382863, 15382908], [15382843, 15382863]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49214100	49214499	mapped	chr17	15393528	15395465	0.9348370927318296	-	[[15395443, 15395465], [15395382, 15395441], [15395261, 15395377], [15395242, 15395261], [15395132, 15395241], [15395091, 15395131], [15393528, 15393536]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49222000	49222399	unmapped						[]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49310400	49310699	mapped	chr17	15271422	15271714	0.9498327759197325	-	[[15271658, 15271714], [15271642, 15271655], [15271636, 15271642], [15271598, 15271636], [15271545, 15271596], [15271532, 15271545], [15271469, 15271530], [15271422, 15271468]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49093800	49094099	mapped	chr17	15526235	15526544	0.9531772575250836	-	[[15526537, 15526544], [15526509, 15526531], [15526492, 15526509], [15526478, 15526492], [15526470, 15526477], [15526454, 15526467], [15526417, 15526452], [15526408, 15526416], [15526390, 15526407], [15526330, 15526389], [15526300, 15526329], [15526266, 15526300], [15526259, 15526264], [15526235, 15526253]]	orthology annotation; tissue response remains rat evidence
ShamDB_peaks	49216500	49218099	mapped	chr17	15389185	15390920	0.9749843652282677	-	[[15390899, 15390920], [15390856, 15390898], [15390846, 15390856], [15390819, 15390841], [15390788, 15390814], [15390736, 15390779], [15390706, 15390734], [15390665, 15390705], [15390650, 15390665], [15390618, 15390643], [15390581, 15390599], [15390558, 15390565], [15390469, 15390558], [15390437, 15390468], [15390401, 15390436], [15390376, 15390397], [15390357, 15390374], [15390350, 15390357], [15390316, 15390348], [15390276, 15390312], [15390257, 15390274], [15390226, 15390256], [15390187, 15390220], [15390165, 15390187], [15390159, 15390164], [15390122, 15390154], [15390072, 15390092], [15390018, 15390068], [15390002, 15390018], [15389951, 15389996], [15389855, 15389949], [15389821, 15389854], [15389771, 15389821], [15389764, 15389769], [15389700, 15389763], [15389674, 15389699], [15389605, 15389674], [15389572, 15389604], [15389561, 15389571], [15389543, 15389557], [15389505, 15389543], [15389493, 15389505], [15389456, 15389492], [15389415, 15389455], [15389397, 15389415], [15389372, 15389393], [15389360, 15389372], [15389344, 15389359], [15389283, 15389332], [15389274, 15389282], [15389240, 15389271], [15389213, 15389235], [15389194, 15389213], [15389185, 15389193]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49100600	49100999	mapped	chr17	15512722	15513110	0.9398496240601504	-	[[15513080, 15513110], [15513034, 15513080], [15512897, 15513032], [15512797, 15512895], [15512789, 15512797], [15512744, 15512780], [15512722, 15512744]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48680900	48681199	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48662200	48664399	mapped	chr17	16378187	16381321	0.677580718508413	+	[[16378187, 16378217], [16378226, 16378231], [16378238, 16378262], [16378262, 16378316], [16378316, 16378371], [16378373, 16378401], [16378411, 16378430], [16378445, 16378462], [16378470, 16378475], [16378482, 16378501], [16378501, 16378519], [16378527, 16378544], [16378553, 16378567], [16378573, 16378612], [16378612, 16378625], [16378626, 16378630], [16378636, 16378644], [16378644, 16378663], [16378670, 16378689], [16378694, 16378720], [16378720, 16378750], [16378750, 16378797], [16378804, 16378812], [16378813, 16378854], [16378855, 16378878], [16378880, 16378886], [16378886, 16378922], [16378939, 16378951], [16378964, 16378976], [16378978, 16378991], [16378991, 16379029], [16379029, 16379056], [16379060, 16379078], [16379078, 16379098], [16379098, 16379103], [16379103, 16379110], [16379114, 16379124], [16379126, 16379135], [16380588, 16380603], [16380608, 16380644], [16380644, 16380701], [16380701, 16380728], [16380728, 16380766], [16380767, 16380860], [16380860, 16380973], [16380974, 16381031], [16381032, 16381087], [16381088, 16381117], [16381117, 16381123], [16381124, 16381202], [16381204, 16381252], [16381252, 16381263], [16381289, 16381321]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49317100	49317499	mapped	chr17	15264779	15265228	0.9874686716791979	-	[[15265222, 15265228], [15265160, 15265215], [15265112, 15265159], [15265097, 15265106], [15265018, 15265095], [15265004, 15265017], [15264981, 15265002], [15264967, 15264981], [15264948, 15264966], [15264927, 15264948], [15264895, 15264926], [15264884, 15264891], [15264829, 15264872], [15264820, 15264827], [15264798, 15264812], [15264790, 15264793], [15264779, 15264787]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49320700	49321499	mapped	chr17	15260128	15261282	0.8873591989987485	-	[[15261280, 15261282], [15261209, 15261257], [15261159, 15261202], [15261139, 15261154], [15261127, 15261139], [15261072, 15261127], [15261054, 15261071], [15261023, 15261054], [15261013, 15261023], [15260984, 15261012], [15260916, 15260967], [15260860, 15260868], [15260773, 15260806], [15260758, 15260773], [15260743, 15260757], [15260741, 15260743], [15260641, 15260741], [15260636, 15260641], [15260616, 15260636], [15260603, 15260616], [15260565, 15260603], [15260525, 15260565], [15260494, 15260525], [15260458, 15260493], [15260420, 15260436], [15260409, 15260415], [15260128, 15260149]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49408600	49408999	mapped	chr17	15142287	15143041	0.9573934837092731	-	[[15143035, 15143041], [15142688, 15142712], [15142673, 15142680], [15142654, 15142669], [15142640, 15142654], [15142619, 15142639], [15142608, 15142618], [15142588, 15142606], [15142528, 15142588], [15142512, 15142521], [15142477, 15142512], [15142456, 15142475], [15142421, 15142455], [15142396, 15142417], [15142368, 15142391], [15142354, 15142362], [15142330, 15142348], [15142292, 15142328], [15142287, 15142292]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49110000	49110199	mapped	chr17	15502477	15502709	0.7135678391959799	-	[[15502699, 15502709], [15502588, 15502613], [15502553, 15502588], [15502537, 15502553], [15502531, 15502536], [15502510, 15502531], [15502477, 15502507]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49100100	49100399	mapped	chr17	15513308	15513623	0.939799331103679	-	[[15513612, 15513623], [15513592, 15513604], [15513570, 15513588], [15513538, 15513570], [15513502, 15513538], [15513480, 15513502], [15513460, 15513480], [15513435, 15513444], [15513403, 15513432], [15513358, 15513401], [15513323, 15513357], [15513308, 15513323]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49333600	49333899	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48710500	48710999	mapped	chr17	16439057	16439715	0.6773547094188377	+	[[16439057, 16439068], [16439325, 16439333], [16439336, 16439340], [16439352, 16439365], [16439366, 16439380], [16439380, 16439392], [16439392, 16439427], [16439431, 16439447], [16439447, 16439457], [16439480, 16439484], [16439500, 16439562], [16439563, 16439604], [16439604, 16439626], [16439627, 16439651], [16439652, 16439663], [16439663, 16439681], [16439682, 16439715]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	50148100	50148399	mapped	chr17	14330701	14331012	0.6521739130434783	-	[[14330994, 14331012], [14330987, 14330993], [14330943, 14330957], [14330926, 14330938], [14330896, 14330919], [14330827, 14330865], [14330821, 14330827], [14330789, 14330814], [14330738, 14330757], [14330719, 14330735], [14330701, 14330719]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49326100	49326399	mapped	chr17	15254343	15254645	0.8996655518394648	-	[[15254628, 15254645], [15254620, 15254628], [15254574, 15254618], [15254561, 15254574], [15254535, 15254560], [15254452, 15254530], [15254439, 15254448], [15254418, 15254435], [15254387, 15254415], [15254369, 15254386], [15254343, 15254356]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49325500	49325899	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49323700	49324099	mapped	chr17	15257183	15257567	0.949874686716792	-	[[15257481, 15257567], [15257437, 15257481], [15257374, 15257437], [15257338, 15257373], [15257277, 15257335], [15257222, 15257277], [15257183, 15257221]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48709900	48710299	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48744700	48745199	mapped	chr17	16477326	16477932	0.8937875751503006	+	[[16477326, 16477364], [16477365, 16477404], [16477404, 16477408], [16477412, 16477469], [16477470, 16477484], [16477505, 16477523], [16477524, 16477550], [16477562, 16477583], [16477603, 16477621], [16477637, 16477648], [16477648, 16477664], [16477665, 16477693], [16477715, 16477721], [16477722, 16477746], [16477792, 16477815], [16477824, 16477843], [16477843, 16477863], [16477867, 16477907], [16477907, 16477927], [16477928, 16477932]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49157800	49159199	mapped	chr17	15457129	15458429	0.8041458184417442	-	[[15458410, 15458429], [15458368, 15458410], [15458346, 15458368], [15458309, 15458346], [15458249, 15458288], [15458233, 15458249], [15458190, 15458232], [15458113, 15458190], [15458095, 15458113], [15458083, 15458092], [15458064, 15458082], [15458044, 15458063], [15458016, 15458043], [15457991, 15458014], [15457960, 15457990], [15457949, 15457958], [15457932, 15457949], [15457914, 15457932], [15457886, 15457901], [15457857, 15457885], [15457822, 15457844], [15457778, 15457791], [15457457, 15457731], [15457428, 15457454], [15457416, 15457425], [15457372, 15457415], [15457338, 15457372], [15457315, 15457337], [15457305, 15457314], [15457285, 15457298], [15457261, 15457284], [15457194, 15457248], [15457176, 15457194], [15457163, 15457175], [15457136, 15457158], [15457129, 15457135]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49233500	49233899	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49234500	49234699	mapped	chr17	15364320	15364531	0.9698492462311558	-	[[15364501, 15364531], [15364458, 15364496], [15364401, 15364447], [15364346, 15364399], [15364322, 15364346], [15364320, 15364322]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49113000	49113399	mapped	chr17	15496774	15497186	1.0	-	[[15497143, 15497186], [15496870, 15497142], [15496825, 15496864], [15496805, 15496821], [15496794, 15496804], [15496774, 15496793]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48559500	48560799	mapped	chr17	16215742	16217614	0.6505003849114703	+	[[16215742, 16215754], [16215754, 16215838], [16215838, 16215869], [16215870, 16215887], [16215888, 16215904], [16215906, 16215927], [16215929, 16215936], [16215944, 16215972], [16215982, 16215993], [16216027, 16216064], [16216067, 16216094], [16216097, 16216126], [16216134, 16216193], [16216196, 16216212], [16217125, 16217170], [16217170, 16217180], [16217180, 16217488], [16217508, 16217546], [16217546, 16217552], [16217552, 16217562], [16217581, 16217614]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48763200	48763699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48762500	48762799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49331700	49331999	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48582300	48582599	mapped	chr17	16255581	16255934	0.9933110367892977	+	[[16255581, 16255593], [16255594, 16255603], [16255603, 16255627], [16255644, 16255653], [16255675, 16255713], [16255713, 16255736], [16255739, 16255767], [16255770, 16255806], [16255807, 16255817], [16255823, 16255906], [16255907, 16255911], [16255913, 16255934]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48387400	48387699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	48677300	48677599	mapped	chr17	16408307	16408604	0.9264214046822743	+	[[16408307, 16408314], [16408314, 16408326], [16408331, 16408356], [16408356, 16408409], [16408409, 16408414], [16408414, 16408427], [16408427, 16408456], [16408458, 16408487], [16408488, 16408516], [16408517, 16408574], [16408577, 16408586], [16408594, 16408604]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49302600	49302899	mapped	chr17	15285950	15286218	0.8896321070234113	-	[[15286193, 15286218], [15286121, 15286193], [15286003, 15286120], [15285950, 15286002]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49336800	49336999	mapped	chr17	15242846	15243034	0.7889447236180904	-	[[15243027, 15243034], [15243001, 15243008], [15242946, 15242994], [15242922, 15242941], [15242894, 15242922], [15242881, 15242894], [15242865, 15242881], [15242855, 15242865], [15242851, 15242855], [15242846, 15242851]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49101200	49101799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49248900	49249199	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49409600	49410299	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49201400	49201599	mapped	chr17	15410001	15410175	0.8743718592964824	-	[[15410137, 15410175], [15410119, 15410137], [15410087, 15410119], [15410001, 15410087]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49344600	49345299	mapped	chr17	15231510	15232326	0.9971387696709585	-	[[15232137, 15232326], [15232065, 15232119], [15232029, 15232063], [15231951, 15232028], [15231925, 15231950], [15231909, 15231925], [15231857, 15231871], [15231771, 15231840], [15231758, 15231771], [15231741, 15231752], [15231701, 15231740], [15231663, 15231688], [15231611, 15231662], [15231582, 15231609], [15231556, 15231581], [15231510, 15231538]]	orthology annotation; tissue response remains rat evidence
peaks_Injury	49303200	49303499	mapped	chr17	15285346	15285648	0.802675585284281	-	[[15285641, 15285648], [15285565, 15285640], [15285531, 15285562], [15285510, 15285529], [15285481, 15285494], [15285466, 15285479], [15285438, 15285458], [15285366, 15285408], [15285346, 15285366]]	orthology annotation; tissue response remains rat evidence
